	Probe.Set	Identifier	FirstOfLocuslink	FirstOfName	FirstOfFunction	Description	ANOVA.TREAT	ANOVA.CELL	ANOVA.INT	FDR_ANOVA.TREAT	FDR_ANOVA.CELL	FDR_ANOVA.INT	TTEST.ASTRO.DEX	TTEST.ASTRO.ALD	TTEST.ASTRO.DHT	TTEST.ASTRO.PRG	TTEST.ASTRO.ESR	TTEST.NEURO.DEX	TTEST.NEURO.ALD	TTEST.NEURO.DHT	TTEST.NEURO.PRG	TTEST.NEURO.ESR	FDR_TTEST.ASTRO.DEX	FDR_TTEST.ASTRO.ALD	FDR_TTEST.ASTRO.DHT	FDR_TTEST.ASTRO.PRG	FDR_TTEST.ASTRO.ESR	FDR_TTEST.NEURO.DEX	FDR_TTEST.NEURO.ALD	FDR_TTEST.NEURO.DHT	FDR_TTEST.NEURO.PRG	FDR_TTEST.NEURO.ESR	FOLD.ASTRO.DEX	FOLD.ASTRO.ALD	FOLD.ASTRO.DHT	FOLD.ASTRO.PRG	FOLD.ASTRO.ESR	FOLD.NEURO.DEX	FOLD.NEURO.ALD	FOLD.NEURO.DHT	FOLD.NEURO.PRG	FOLD.NEURO.ESR
10	ILMN_2813487	NM_011065.2	NP_035195.1	Per1			9.784924215484341e-26	0.00804759311276803	7.21714823569056e-20	4.10735537023431e-22	0.0143598394090873	1.75391896123566e-16	6.27906934312411e-08	2.3947728975489e-07	0.36027068064273204	1.7437342533432999e-06	0.7884266475706551	0.000501591470862605	0.110472076962635	0.756255024907154	0.662268354125162	0.6838166082582531	0.00013336384108950802	0.00298311093927957	0.9392161015148891	0.0805151854138733	0.9900636261958811	0.428897862511295	0.9999126459558031	0.9999854347175571	0.9997888094014671	0.9999302920801281	2.1901171875	1.4908515625	0.0787135416666676	0.7452135416666691	0.0158385416666675	0.46743749999999906	0.1603671875	-0.0204505208333341	0.0321458333333329	-0.023299479166667
11	ILMN_2813484	NM_011065.2	NP_035195.1	Per1			1.19196285027908e-25	9.49817438350678e-09	5.6971310884544396e-21	4.58647438739887e-22	2.7727679331355e-08	2.1921610906524603e-17	3.12173831626152e-07	6.946992259604591e-08	0.7876001202202041	1.30229510019793e-05	0.661777289687654	0.0011127693865522	0.227584605683357	0.675083658913457	0.48775351467939704	0.697051803731999	0.000313354663076216	0.00298311093927957	0.983959944495824	0.120653323447564	0.9837192216432551	0.552484017792058	0.9999126459558031	0.9999854347175571	0.9997888094014671	0.9999302920801281	2.3280078125	1.78261979166667	0.0199348958333339	0.916848958333333	0.0250130208333328	0.43472916666666706	0.10679687500000101	-0.0411718749999999	-0.0647369791666677	-0.0468255208333321
12	ILMN_3131478	NM_007532.2	NP_031558.2	Bcat1			1.44406651420773e-25	4.2976910899682504e-42	7.61582799161447e-23	5.12910209438674e-22	2.40535258652356e-40	5.860887361413439e-19	3.05105499144093e-08	3.0055224711478498e-06	0.282101184177323	0.00032219359540732904	0.0952348211884848	0.0077236740544656506	0.39535831663637205	0.620575164384356	0.7313550622408971	0.804415650215984	0.00011026870910608301	0.00867356216142379	0.9313076710536411	0.36198613421618103	0.934626371936716	0.9663768582666921	0.9999126459558031	0.9999854347175571	0.9997888094014671	0.9999302920801281	3.49393229166667	1.6772552083333299	0.140968749999999	0.613466145833332	0.25790364583333203	0.296669270833334	0.0897187500000012	-0.036999999999999006	0.037356770833334	-0.0265312499999979
13	ILMN_3150811	NM_001077364.1	NP_001070832.1	Tsc22d3			4.42753555347881e-25	4.80235621402988e-22	2.183310388593e-19	1.4602644760452198e-21	2.9284732676520798e-21	4.800579708709199e-16	7.55018480762379e-08	4.2089266054504095e-07	0.41416852073468	3.52042385188193e-05	0.514522771411815	0.0037370865065755104	0.8353581675933921	0.209497662353333	0.280739107193135	0.367719875591741	0.000145259263878009	0.0032390496180011203	0.9475105049915181	0.18061338992977402	0.9740670702205491	0.809415483719065	0.9999126459558031	0.9999854347175571	0.9997888094014671	0.9999302920801281	3.51938802083333	2.62678645833333	0.0975208333333342	1.00192708333333	0.053679687499999004	0.7660416666666661	-0.038098958333334196	-0.23930208333333303	-0.216283854166667	-0.17961197916666702
14	ILMN_2463583			C030009J22Rik			6.64614180914943e-25	7.950198186175049e-44	8.176591423396268e-12	2.0458596793044396e-21	6.11820751747411e-42	4.60421868760853e-09	4.0981494389205595e-07	3.79558618946805e-06	0.8711076674761221	0.0292215365121034	0.631566273082497	5.19939702076007e-07	0.0277473224881805	0.839759005764492	0.0434236678143293	0.104703967717618	0.00036509502648846904	0.00922407351118408	0.9893414628399291	0.845270986155032	0.981541189201465	0.0240076958036575	0.9999126459558031	0.9999854347175571	0.9997888094014671	0.9999302920801281	1.54903125	0.8372109375000001	0.010385416666665	0.207835937499999	-0.0293593750000021	0.8667786458333341	0.13539843750000102	0.0187812500000017	0.155546875000001	0.0875937499999999
15	ILMN_2588249	NM_020568.2	NP_065593.1	S3-12			2.8402971883347595e-24	2.9046991614467597e-34	1.5170871470189401e-18	7.714581316127598e-21	5.21670863790909e-33	2.8019992770580903e-15	1.24950812053743e-07	8.94254143121137e-06	0.652251811586066	0.143974033234361	0.26509212515491704	0.0056207942166671	0.9754869030968031	0.15075392091535902	0.147964802851344	0.7400293631311861	0.000198947544681708	0.0152930706683242	0.97248336545082	0.8844998929958731	0.954162931149592	0.9096129969142551	0.9999126459558031	0.9999854347175571	0.9997888094014671	0.9999302920801281	3.49358854166667	1.62351822916666	-0.0450520833333332	0.26043229166666604	-0.1660234375	0.8321406249999991	0.0024921874999988	0.0972630208333323	0.0598020833333326	0.0168098958333331
16	ILMN_2714031	NM_133753.1	NP_598514.1	Errfi1			2.6986307653403898e-24	0.8071225015267941	2.65287014543794e-23	7.714581316127598e-21	0.8463284747473191	2.5510002896911e-19	9.89323855012127e-08	0.000158548352468016	0.46312653080606303	0.125820621590255	0.425181059038573	0.247429374431227	0.7256136616002951	0.5113504981122651	0.5134957627759791	0.7455087123810351	0.00016314657029046402	0.0795740394223716	0.9524333835731791	0.8784679239819491	0.969027344857023	0.9999864087421151	0.9999126459558031	0.9999854347175571	0.9997888094014671	0.9999302920801281	3.056921875	0.865632812499999	0.0824244791666668	0.236088541666668	0.127747395833333	0.11145052083333301	-0.0327812499999993	0.0560182291666678	-0.0596536458333325	0.025877604166666398
17	ILMN_2745370	NM_133670.1	NP_598431.1	Sult1a1			3.37297151633553e-24	6.38194857350859e-37	1.4432288962965401e-05	8.6524214886265e-21	1.5485028556657202e-35	0.00170870900147683	8.59542268745096e-08	1.44070149736097e-06	0.511382193394751	0.0060125289650248505	0.8906920707908651	4.48252717352088e-05	0.14834296518258602	0.5004762135409441	0.538139855808629	0.446917789492408	0.00015875401886814402	0.00583713243733652	0.958176671345188	0.728171641005082	0.9948439020384391	0.17560259494920602	0.9999126459558031	0.9999854347175571	0.9997888094014671	0.9999302920801281	2.53730208333333	1.50678125	0.0447343749999991	0.543393229166668	0.0147526041666666	1.90926041666667	0.43653645833333404	-0.116450520833332	-0.10611197916666601	-0.13108072916666602
18	ILMN_1254031	NM_010638.4	NP_034768.2	Klf9			4.0124737181740094e-24	1.448520200619e-18	9.034683446172061e-13	9.751155866471928e-21	7.133792782987431e-18	5.87856499488508e-10	5.71116374140535e-07	1.50498081758337e-06	0.19317461825033402	0.00039001870475152	0.47163614680640803	0.00011535206074280101	0.111353192001302	0.47164580980596	0.621441920690553	0.9416234524068621	0.000443106889070429	0.00583713243733652	0.9132682544287011	0.387420768302883	0.9715846481811461	0.259749818228231	0.9999126459558031	0.9999854347175571	0.9997888094014671	0.9999302920801281	2.35553645833333	1.37574479166667	0.1165078125	0.466807291666665	0.0660000000000007	0.9411145833333331	0.27648177083333203	-0.0847708333333337	0.0603229166666654	0.007239583333332081
19	ILMN_2636666	NM_011172.1		Prodh			2.5811235373565798e-23	1.1607865688270699e-34	1.58501884486044e-11	5.95903991069514e-20	2.1779016265347902e-33	8.412259786504131e-09	1.45481238538383e-08	2.8251958120848503e-05	0.791489026948978	0.00467442514856105	0.23716738501227802	0.00018528235619839401	0.369630241585549	0.279220295985506	0.09871713117302	0.0431338465110507	9.295562016350641e-05	0.0293324847018017	0.98405552991028	0.728171641005082	0.949196024906597	0.29456729905344203	0.9999126459558031	0.9999854347175571	0.9997888094014671	0.9999302920801281	1.6484479166666701	0.9227838541666671	0.0168802083333333	0.276260416666666	0.0635494791666673	0.627007812499999	0.120731770833332	-0.0911640625000008	-0.133541666666668	-0.162210937500001
20	ILMN_1221750	NM_008506.2	NP_032532.1	Mycl1			3.71392734362339e-23	5.82662878060047e-44	2.76237740903008e-23	8.166041960212681e-20	4.65464978054405e-42	2.5510002896911e-19	3.57661490348674e-08	2.58423436503623e-07	0.37164874690787	0.00315811553692021	0.07657196891814701	0.803203202197431	0.18029611673067703	0.83964251386693	0.21995147527672101	0.45759943084567906	0.00011026870910608301	0.00298311093927957	0.940419020980871	0.6911527661815541	0.9283828407405461	0.9999864087421151	0.9999126459558031	0.9999854347175571	0.9997888094014671	0.9999302920801281	2.68998177083333	1.3609921875	0.046799479166667296	0.257510416666667	0.084734375	-0.0274401041666668	-0.142265624999999	-0.0144270833333309	-0.12599479166666502	-0.0695729166666652
21	ILMN_3138743	NM_028817.2	NP_083093.2	Acsl3			5.94773198420366e-23	1.48215937410268e-05	1.0479970028045001e-15	1.2483208029028198e-19	3.57804292046934e-05	1.20975534018738e-12	3.33740029237052e-09	7.19084814466862e-07	0.209934122102638	0.000270881847748371	0.68858173687941	0.000334074048703203	0.0401768707177358	0.8873627196100061	0.802108998427932	0.71118994275384	3.85252802749791e-05	0.00474328888902756	0.913268928121404	0.36198613421618103	0.9862015546667011	0.342789669440483	0.9999126459558031	0.9999854347175571	0.9997888094014671	0.9999302920801281	2.0211171875	1.32765625	-0.0610078124999998	0.679380208333333	0.014919270833333399	0.591914062500001	0.225710937500001	0.0140807291666682	-0.025309895833332898	0.0307421875000014
22	ILMN_1237773	NM_133955.3	NP_598716.1	Rhou			1.0644147141126198e-22	2.05106847201418e-19	2.6089827575248796e-20	2.13688195693201e-19	1.06208405996168e-18	8.031144656396932e-17	4.39771250360857e-06	0.000177187957574677	0.8581431517764151	0.0864969804729933	0.519055599457095	0.0418332107817677	0.08573588534252159	0.286565790821881	0.405633308250233	0.7288700644090621	0.0016035218456474402	0.0864226068884538	0.9882057836181821	0.860368018443404	0.9740670702205491	0.9999864087421151	0.9999126459558031	0.9999854347175571	0.9997888094014671	0.9999302920801281	2.299703125	1.17825	-0.0291666666666668	0.28957552083333504	-0.0972968749999996	0.13989062500000002	0.0963932291666669	-0.0917994791666672	-0.0297916666666662	-0.0156614583333319
